A2M	3.39531134665518e-07
A2ML1	3.39367053296238e-07
AASS	3.39042814326593e-07
ABAT	3.39559957459929e-07
ABCA10	3.39526523472487e-07
ABCA6	3.39650838937572e-07
ABCA8	3.39724225462738e-07
ABCA9	3.39591091574813e-07
ABCB1	3.396665289885e-07
ABCB4	3.390860410484e-07
ABCB5	3.39431791181562e-07
ABCC11	4.84416514495292e-08
ABCC12	4.84416514495292e-08
ABCC8	3.39102828863619e-07
ABCC9	3.39663990793747e-07
ABCD2	3.3964368660126e-07
ABCE1	4.84416514495292e-08
ABCG2	3.39535284846337e-07
ABHD15	3.38943526585374e-07
ABHD4	3.39329512030589e-07
ABHD8	3.37332522835725e-07
ABI3	3.39323064060123e-07
ABI3BP	3.39638841641352e-07
ABLIM2	4.84523143708256e-08
ABLIM3	3.39092709981465e-07
ABT1	3.38977535280782e-07
ACACB	3.39224302571795e-07
ACADSB	3.39433865045168e-07
ACAP1	3.39404833260588e-07
ACBD7	3.39338723842074e-07
ACE2	3.39328590876947e-07
ACHE	3.39388706637153e-07
ACN9	3.38895053013353e-07
ACO2	4.84416514495292e-08
ACOT1	4.84416514495292e-08
ACOT2	4.84416514495292e-08
ACOT4	3.39103058845232e-07
ACOX2	3.3919576683683e-07
ACSL4	3.39238572239836e-07
ACSL5	3.39353924424524e-07
ACSM5	3.3913640948144e-07
ACTA2	3.39599394969718e-07
ACTG2	3.39185182220455e-07
ACTR2	4.84416514495292e-08
ACVR1	3.39572871659112e-07
ACVR2A	3.39419809354681e-07
ACVRL1	3.39477422035615e-07
ACY3	3.39242715271554e-07
ADA	3.39210264231227e-07
ADAL	3.38620325346409e-07
ADAM12	3.39619001818999e-07
ADAM19	3.3905040119834e-07
ADAM23	3.39606314775659e-07
ADAM28	3.3924202475924e-07
ADAM33	3.39701606109194e-07
ADAM6	3.39388245899002e-07
ADAMDEC1	3.39368665683855e-07
ADAMTS10	3.39501855717143e-07
ADAMTS12	3.39608390772432e-07
ADAMTS14	3.39598472350232e-07
ADAMTS15	3.39276553818761e-07
ADAMTS16	3.39590630287002e-07
ADAMTS18	3.39246167875288e-07
ADAMTS2	3.39614388239018e-07
ADAMTS3	3.39177589315635e-07
ADAMTS5	3.39593398032668e-07
ADAMTS6	3.39607468104067e-07
ADAMTS7	3.3931684660639e-07
ADAMTS9	3.39438243284893e-07
ADAMTSL1	3.39188173458118e-07
ADAMTSL2	3.39237651579864e-07
ADAMTSL5	3.39566414436734e-07
ADAP2	4.84416514495292e-08
ADARB1	3.39177589315635e-07
ADCK5	4.84416514495292e-08
ADCY1	3.38839934048195e-07
ADCY4	3.39534362575164e-07
ADCY5	3.39290367410753e-07
ADCY7	3.39210264231227e-07
ADH1A	3.39470968442779e-07
ADH1B	3.39507849421479e-07
ADH1C	3.39281848896079e-07
ADIPOQ	3.39471659887418e-07
ADM	3.39054539635137e-07
ADPRH	3.39210264231227e-07
ADRA2A	3.39259518604313e-07
