A4GALT	5.4058143381897e-08
AARS2	1.07140397762278e-07
ABAT	5.40455762020466e-08
ABCA1	1.07142906949045e-07
ABCA13	5.40455762020466e-08
ABCA6	5.40581433262655e-08
ABCA8	1.07154104806919e-07
ABCA9	5.40581433262655e-08
ABCB1	5.40455762020466e-08
ABCC10	1.07135405323065e-07
ABCC11	5.40455762020466e-08
ABCC6	5.40455762020466e-08
ABCC9	1.07156843111731e-07
ABCD1	5.40455762020466e-08
ABCD2	1.07152669712434e-07
ABCE1	5.40581433735568e-08
ABHD11	1.07135589065811e-07
ABHD14A	5.40455762020466e-08
ABHD15	1.07152234044426e-07
ABHD5	5.40455762020466e-08
ABHD6	1.07146344234004e-07
ABI1	1.07123539203021e-07
ABI2	1.07142104327607e-07
ABLIM3	1.0715273369774e-07
ACAA2	1.07156667442978e-07
ACACB	1.07154407083627e-07
ACAD9	5.40455762020466e-08
ACADL	1.07149228199876e-07
ACADS	1.07135459556745e-07
ACAP1	5.4285320656134e-08
ACAP2	5.40581433773119e-08
ACAT1	1.07159918127791e-07
ACBD7	5.40455762020466e-08
ACER3	1.07142447078245e-07
ACIN1	1.07123299113817e-07
ACO1	1.07158293341853e-07
ACO2	1.07132108988345e-07
ACOT1	1.07146922497902e-07
ACOT13	5.40455762020466e-08
ACOT2	1.0714800069563e-07
ACOT4	5.40455762020466e-08
ACOT9	5.40455762020466e-08
ACOX1	1.07150581424613e-07
ACOX2	5.40455762020466e-08
ACOX3	5.40455762020466e-08
ACPL2	5.40455762020466e-08
ACSL1	1.07149571325072e-07
ACSL3	5.40581432997516e-08
ACSM1	5.40455762020466e-08
ACSM3	5.40455762020466e-08
ACSM5	1.07155198486447e-07
ACSS2	1.07145068827036e-07
ACSS3	5.40455762020466e-08
ACTL6A	5.40455762020466e-08
ACTR1A	1.07134880141447e-07
ACTR3B	5.40455762020466e-08
ACVR1B	5.40455762020466e-08
ACVR1C	1.07151182946668e-07
ACVRL1	1.07140057644625e-07
ADA	5.40455762020466e-08
ADAM10	5.40455762020466e-08
ADAM28	5.40455762020466e-08
ADAM6	5.41336639561131e-08
ADAMTS1	5.40581433109673e-08
ADAMTS13	1.0712084837351e-07
ADAMTSL3	5.40455762020466e-08
ADAMTSL4	1.07120075560152e-07
ADAP2	1.07091869067156e-07
ADAT2	5.40455762020466e-08
ADC	5.40455762020466e-08
ADCK4	1.07137052226897e-07
ADCK5	1.07128334423583e-07
ADCY4	1.07123648519316e-07
ADCY5	5.40455762020466e-08
ADCY6	5.40455762020466e-08
ADD1	5.40455762020466e-08
ADH1A	1.07148168158841e-07
ADH1B	1.07154326672028e-07
ADH5	5.40455762020466e-08
ADHFE1	5.40455762020466e-08
ADIPOQ	1.07155596525064e-07
ADIPOR2	1.07146494321004e-07
ADM	5.40455762020466e-08
ADM2	5.40455762020466e-08
ADNP	1.07131003556856e-07
ADPRH	5.40455762020466e-08
ADRA1B	5.40455762020466e-08
ADRA2A	5.40455762020466e-08
ADRB1	1.07146164265618e-07
ADRB2	5.40455762020466e-08
ADRBK2	1.07147075098798e-07
ADRM1	1.07069877847529e-07
ADSS	5.40455762020466e-08
AFAP1L1	1.07149249922012e-07
AFF3	1.07127291936264e-07
AFF4	1.07105881179093e-07
AFG3L1	5.40455762020466e-08
AFTPH	1.07142707296101e-07
AGAP3	1.07128976123125e-07
AGBL2	5.40455762020466e-08
AGPAT2	1.07152085114107e-07
AGPAT5	5.40455762020466e-08
AGR2	5.41462617586252e-08
AGR3	5.40455762020466e-08
AGRN	1.07143000063775e-07
AGTR1	5.40455762020466e-08
AGXT2L2	5.40455762020466e-08
AHCY	1.07083824811865e-07
AHDC1	5.40455762020466e-08
AIDA	1.0715796486127e-07
AIF1	1.07093002170637e-07
AIFM2	1.07153398508152e-07
AK1	1.07135447222848e-07
AK3	1.07154314314037e-07
AKAP11	1.07054788375861e-07
AKAP12	1.07154013947765e-07
AKAP5	5.40455762020466e-08
AKAP8	5.40455762020466e-08
AKAP8L	1.07133671133917e-07
AKR1C1	1.07153404568548e-07
AKR1C2	1.07148956549592e-07
AKR1C3	1.07150909088042e-07
AKR7A3	5.40455762020466e-08
AKR7L	5.40455762020466e-08
AKT1	1.0705662436267e-07
AKT2	1.07135805373572e-07
ALCAM	1.07113971570112e-07
ALDH18A1	5.40455762020466e-08
ALDH1A1	5.40455762020466e-08
ALDH1L1	1.07150392678341e-07
ALDH2	1.07157297799946e-07
ALDH3A2	5.40455762020466e-08
ALDH3B2	5.40707148150474e-08
ALDH4A1	5.40455762020466e-08
ALDH7A1	5.40455762020466e-08
ALDOC	5.40455762020466e-08
ALG10B	5.40581433323964e-08
ALKBH2	1.07135343312877e-07
ALOX12P2	5.40455762020466e-08
ALOX5AP	1.07079037244672e-07
ALPK1	5.40455762020466e-08
ALS2CR4	5.40707148018822e-08
ALS2CR8	1.07119606338216e-07
AMIGO2	5.40455762020466e-08
ANAPC11	1.07042561359253e-07
ANAPC2	1.07135833490676e-07
ANGPT1	1.07155639792331e-07
ANGPTL1	5.40455762020466e-08
ANGPTL2	1.07154347404423e-07
ANGPTL4	5.40455762020466e-08
ANK1	5.40455762020466e-08
ANK2	1.07145138059213e-07
ANK3	1.07145363784753e-07
ANKDD1A	5.40455762020466e-08
ANKK1	5.40455762020466e-08
ANKRD13A	5.40455762020466e-08
ANKRD16	5.40455762020466e-08
ANKRD17	1.07107971970005e-07
ANKRD22	5.40455762020466e-08
ANKRD23	5.40455762020466e-08
ANKRD30A	5.40455762020466e-08
ANKRD36BP1	1.07091174543012e-07
ANKRD40	1.07156775455016e-07
ANKRD46	1.07136204660267e-07
ANKRD56	5.40455762020466e-08
ANKRD57	5.40455762020466e-08
ANKS1B	5.40455762020466e-08
ANKS3	1.07139183319786e-07
ANKS6	5.40455762020466e-08
ANKZF1	5.40455762020466e-08
ANLN	5.4745400160168e-08
ANO1	5.40581433808274e-08
ANO3	1.07148473743127e-07
ANO6	1.07155940600431e-07
ANO9	1.07148028649302e-07
ANTXR2	1.0715446491295e-07
ANXA2	1.07140050587192e-07
ANXA2P2	1.07124882209605e-07
ANXA5	1.07154595648467e-07
ANXA6	1.07153140142824e-07
ANXA9	5.40455762020466e-08
AOC2	1.07154417462371e-07
AOC3	1.07158560845169e-07
AOX1	1.07133903039101e-07
AP1AR	1.07130016497823e-07
AP1G2	1.0715522954818e-07
AP1M1	1.07150573098459e-07
AP1M2	1.07155729177772e-07
AP1S2	5.40455762020466e-08
AP1S3	5.40455762020466e-08
AP2A1	1.07001870798374e-07
AP3B2	5.40455762020466e-08
AP3S1	1.07133916116546e-07
AP3S2	5.40455762020466e-08
APBB1IP	1.07152740202886e-07
APBB3	1.07126388993423e-07
APC	5.40581433825486e-08
APCDD1L	5.40455762020466e-08
APH1A	5.40455762020466e-08
API5	1.07113967430922e-07
APIP	5.40455762020466e-08
APOB	1.07143560745085e-07
APOBEC3F	5.40455762020466e-08
APOL3	5.40581434087937e-08
APOL6	1.07150231260293e-07
APP	5.40455762020466e-08
AQP3	5.40455762020466e-08
AQP7	1.07157143941733e-07
AQP7P1	1.07151000579121e-07
AQPEP	1.07156538787736e-07
ARAP2	5.40455762020466e-08
ARFGAP1	1.0712916703235e-07
ARFGEF1	1.071140644034e-07
ARFGEF2	1.07092683846301e-07
ARFIP2	1.07149389415948e-07
ARFRP1	1.07107094631495e-07
ARGLU1	1.07107337082353e-07
ARHGAP10	5.40455762020466e-08
ARHGAP17	5.40455762020466e-08
ARHGAP19	5.40455762020466e-08
ARHGAP21	1.07137870324904e-07
ARHGAP24	5.40455762020466e-08
ARHGAP31	1.07149906307278e-07
ARHGAP32	1.07105227827709e-07
ARHGAP33	1.07136592379242e-07
ARHGAP39	1.07154227849941e-07
ARHGAP4	5.40581433404093e-08
ARHGAP8	1.07149474318511e-07
ARHGAP9	5.40581433331796e-08
ARHGEF15	1.07140617198035e-07
ARHGEF19	1.07145318734932e-07
ARHGEF35	5.40455762020466e-08
ARHGEF37	5.40455762020466e-08
ARHGEF38	1.07145304955611e-07
ARHGEF5	5.40455762020466e-08
ARHGEF6	5.40455762020466e-08
ARHGEF7	5.40455762020466e-08
ARID1A	1.07132281720075e-07
ARID2	1.07127779258349e-07
ARID4B	1.07117371789376e-07
ARL2	1.07138396415469e-07
ARL2BP	5.40455762020466e-08
ARL4C	5.40455762020466e-08
ARL6IP4	1.07094781254449e-07
ARMC9	5.40455762020466e-08
ARMCX2	5.40455762020466e-08
ARMCX5	1.07139423395195e-07
ARNT2	5.40455762020466e-08
ARRB2	1.07078852155332e-07
ARRDC1	1.07151415111295e-07
ARRDC3	5.40455762020466e-08
ARSD	1.07147360785151e-07
ARSE	5.40455762020466e-08
ARSJ	5.40455762020466e-08
ARVCF	1.07147694871008e-07
ASAH1	1.07139967429294e-07
ASAM	1.07148612895049e-07
ASB6	1.07152784855044e-07
ASCC2	5.40455762020466e-08
ASF1B	5.47453832765599e-08
ASH1L	1.07093586016035e-07
ASNS	5.40455762020466e-08
ASPA	1.07155147649259e-07
ASPH	1.07152402669917e-07
ASPHD1	1.07139521311292e-07
ASPM	5.47454148840417e-08
ASS1	1.07148456843445e-07
ASTN2	5.40455762020466e-08
ASXL2	1.07069371470759e-07
ATAD3A	1.07117200815212e-07
ATAD3B	1.07139752051497e-07
ATAD3C	5.40455762020466e-08
ATAD5	1.07133010593963e-07
ATF3	5.40455762020466e-08
ATF6B	1.07130456851632e-07
ATG16L1	5.40455762020466e-08
ATG2A	5.40581433010228e-08
ATG2B	1.07083072144349e-07
ATG9A	5.40455762020466e-08
ATHL1	5.40455762020466e-08
ATL1	5.40455762020466e-08
ATL2	1.07132951976612e-07
ATL3	1.07123219736116e-07
ATOH8	5.40455762020466e-08
ATP13A1	1.07145084949207e-07
ATP13A4	5.40455762020466e-08
ATP13A5	5.40455762020466e-08
ATP1A1	5.40455762020466e-08
ATP1A2	5.40455762020466e-08
ATP1B1	5.40455762020466e-08
ATP2B1	5.40455762020466e-08
ATP2B4	1.07150728724761e-07
ATP2C2	5.40455762020466e-08
ATP5D	1.07081064326753e-07
ATP5E	1.07139651289449e-07
ATP5G3	1.07139501240101e-07
ATP5H	1.0713926065551e-07
ATP5J	1.07152402050701e-07
ATP5L	1.07099851944059e-07
ATP5O	1.07113453980503e-07
ATP6V0A4	5.40581433292199e-08
ATP6V0E1	5.4058143411374e-08
ATP6V1B1	5.40455762020466e-08
ATP6V1E1	1.07145030825931e-07
ATP6V1F	5.40581433691324e-08
ATP6V1G1	5.40455762020466e-08
ATP8B1	5.40455762020466e-08
ATP8B4	1.0713367788152e-07
ATP9A	1.0713820365569e-07
ATPAF1	1.07145887935233e-07
ATRIP	5.40455762020466e-08
ATRX	1.07057248897663e-07
ATXN7L3B	5.40455762020466e-08
AURKAIP1	1.07071349558264e-07
AUTS2	5.40455762020466e-08
AVEN	5.40455762020466e-08
AVPI1	1.07153252496387e-07
AVPR1A	5.40455762020466e-08
AVPR2	1.07097891140446e-07
AXIN1	1.07139791010678e-07
AZGP1	5.40455762020466e-08
AZI1	1.07137567173577e-07
AZI2	1.07141987736508e-07
B3GALNT1	5.40455762020466e-08
B3GALT4	1.07042982289645e-07
B3GALT5	5.40581432095466e-08
B3GAT3	1.0712700651054e-07
B3GNT3	1.07127220733656e-07
B4GALNT3	5.40455762020466e-08
B4GALNT4	1.07146525216506e-07
B4GALT1	5.40455762020466e-08
BAALC	1.07147422596506e-07
BAIAP2	1.07149985657024e-07
BAIAP2L1	1.0714469469743e-07
BANK1	1.0714334685993e-07
BARX2	1.07133530838403e-07
BAT2L2	1.07116648734888e-07
BBOX1	5.40455762020466e-08
BBS1	5.40581433739279e-08
BCAP29	1.07154623587427e-07
BCAP31	1.07146481194613e-07
BCKDHA	5.40581434003015e-08
BCL11A	5.40455762020466e-08
BCL11B	5.40455762020466e-08
BCL2L11	1.07133289031765e-07
BCL2L13	5.40455762020466e-08
BCL2L2	1.07145902525727e-07
BCL7A	5.40455762020466e-08
BCL7B	1.07149184199596e-07
BCLAF1	1.0711558260868e-07
BCOR	5.40455762020466e-08
BDP1	1.07114906923943e-07
BEND3	5.40455762020466e-08
BEST1	5.40455762020466e-08
BEX2	5.40455762020466e-08
BEX4	5.40455762020466e-08
BHMT2	1.07156737295805e-07
BIN1	1.07139076517984e-07
BIRC6	1.07109079447417e-07
BLOC1S1	1.07125540519876e-07
BMP1	5.40832901456037e-08
BMP6	5.40455762020466e-08
BMPER	5.40455762020466e-08
BMS1P4	1.07118459612891e-07
BNC1	5.40455762020466e-08
BNC2	1.07133343313104e-07
BNIP3	1.07147030625764e-07
BNIP3L	1.07140494340639e-07
BNIPL	5.40455762020466e-08
BOK	1.07152361133031e-07
BPHL	5.40455762020466e-08
BPTF	1.07113521754062e-07
BRCC3	5.40455762020466e-08
BRD1	5.40455762020466e-08
BRD2	5.40455762020466e-08
BRD8	5.40455762020466e-08
BRF1	1.07117937983701e-07
BRI3	1.07148137390987e-07
BRP44L	5.40455762020466e-08
BRPF1	1.07135867526095e-07
BRPF3	5.40455762020466e-08
BRSK1	1.07146695932993e-07
BRWD3	5.40581433840945e-08
BSN	5.40455762020466e-08
BSPRY	1.0714853770332e-07
BST1	1.07143114320395e-07
BTAF1	1.07118647230724e-07
BTBD11	5.40455762020466e-08
BTBD3	1.07133708623395e-07
BTBD6	1.07148088530084e-07
BTD	1.07147962014924e-07
BTF3	1.07072506857043e-07
BTK	1.07066802359949e-07
BTNL9	1.07147856550728e-07
BTRC	5.40455762020466e-08
BUB1	5.4745404643142e-08
BUB1B	5.47454300145467e-08
BUB3	5.40455762020466e-08
BZRAP1	1.07152817697548e-07
BZW2	5.40455762020466e-08
C10orf108	5.40455762020466e-08
C10orf116	1.07153254155016e-07
C10orf12	1.07096293556846e-07
C10orf128	1.07129875607064e-07
C10orf18	1.0710381569457e-07
C10orf2	5.40707149154891e-08
C10orf25	5.40455762020466e-08
C10orf26	5.40455762020466e-08
C10orf35	1.07146549244253e-07
C10orf47	5.40455762020466e-08
C10orf54	1.07127209119908e-07
C10orf58	1.07158595642996e-07
C10orf72	1.07152072854365e-07
C10orf79	5.40455762020466e-08
C10orf81	5.40455762020466e-08
C10orf90	5.40455762020466e-08
C11orf2	1.0709048739431e-07
C11orf35	1.07145958407108e-07
C11orf49	5.40455762020466e-08
C11orf52	1.0713996177481e-07
C11orf67	5.40455762020466e-08
C11orf73	5.40455762020466e-08
C11orf80	5.40455762020466e-08
C11orf83	1.07068557341034e-07
C11orf9	5.40455762020466e-08
C11orf92	5.40455762020466e-08
C12orf32	1.07128995595345e-07
C12orf41	5.40455762020466e-08
C12orf59	5.40455762020466e-08
C12orf62	5.40455762020466e-08
C12orf76	5.40455762020466e-08
C13orf33	1.07111681455471e-07
C14orf102	5.40455762020466e-08
C14orf135	1.07124681637598e-07
C14orf138	5.40455762020466e-08
C14orf139	1.07158206260296e-07
C14orf174	5.40455762020466e-08
C14orf180	1.07151456359343e-07
C14orf2	1.07073812771108e-07
C14orf33	5.40455762020466e-08
C14orf45	5.40455762020466e-08
C14orf49	1.07142522707418e-07
C14orf79	1.07137048949966e-07
C15orf24	1.07139015260777e-07
C15orf33	5.40455762020466e-08
C15orf34	5.40455762020466e-08
