A4GALT	4.850568535138e-08
AARS2	4.850568535138e-08
ABAT	1.70216706293116e-07
ABCA1	1.70360131095528e-07
ABCA13	1.70278848642537e-07
ABCA6	4.850568535138e-08
ABCA8	1.70365993857284e-07
ABCA9	4.850568535138e-08
ABCB1	1.70224181843004e-07
ABCC10	4.850568535138e-08
ABCC11	1.70196311233229e-07
ABCC6	1.70261627421929e-07
ABCC9	1.70380681556802e-07
ABCD1	1.70299089478888e-07
ABCD2	1.70297581399689e-07
ABCE1	4.850568535138e-08
ABHD11	1.70328096198583e-07
ABHD14A	1.70305702141458e-07
ABHD15	1.70373018093274e-07
ABHD5	1.70293289320465e-07
ABHD6	1.70369534928651e-07
ABI1	1.70269976669608e-07
ABI2	1.7037644334404e-07
ABLIM3	1.70370115446198e-07
ACAA2	1.70384107115717e-07
ACACB	1.70365819710031e-07
ACAD9	1.70269976669608e-07
ACADL	1.70364890930693e-07
ACADS	1.70307964486021e-07
ACAP1	4.850568535138e-08
ACAP2	4.850568535138e-08
ACAT1	1.70383468441744e-07
ACBD7	1.70246670400744e-07
ACER3	1.70355719778469e-07
ACIN1	4.850568535138e-08
ACO1	1.70380449320506e-07
ACO2	1.70307964486021e-07
ACOT1	1.70374875839309e-07
ACOT13	1.70316492325028e-07
ACOT2	1.70363207543955e-07
ACOT4	1.70273919654548e-07
ACOT9	1.7032722585322e-07
ACOX1	1.70344866589307e-07
ACOX2	1.7029740739227e-07
ACOX3	1.70295957344269e-07
ACPL2	1.70290331391797e-07
ACSL1	1.70365181173148e-07
ACSL3	1.7034556300912e-07
ACSM1	1.70295957344269e-07
ACSM3	1.70338192854858e-07
ACSM5	1.70380275143699e-07
ACSS2	1.70357519103892e-07
ACSS3	1.70253858718581e-07
ACTL6A	1.70345969256641e-07
ACTR1A	1.70365239221758e-07
ACTR3B	1.70337206347173e-07
ACVR1B	1.70312663393711e-07
ACVR1C	1.70336974229378e-07
ACVRL1	1.70356242159354e-07
ADA	1.70337960734375e-07
ADAM10	1.70269976669608e-07
ADAM28	1.70300191553655e-07
ADAM6	4.850568535138e-08
ADAMTS1	4.850568535138e-08
ADAMTS13	4.850568535138e-08
ADAMTSL3	1.70278848642537e-07
ADAMTSL4	1.70351656925391e-07
ADAP2	4.850568535138e-08
ADAT2	1.70211780902034e-07
ADC	1.70259772144752e-07
ADCK4	4.850568535138e-08
ADCK5	4.850568535138e-08
ADCY4	1.70263366781004e-07
ADCY5	1.70257337154816e-07
ADCY6	1.70290215396688e-07
ADD1	1.70352643600464e-07
ADH1A	1.7035096045575e-07
ADH1B	1.70369186620022e-07
ADH5	1.70337728614524e-07
ADHFE1	1.70264932234557e-07
ADIPOQ	1.7036610995565e-07
ADIPOR2	1.70337496495306e-07
ADM	1.70299321493443e-07
ADM2	1.70328966552841e-07
ADNP	4.850568535138e-08
ADPRH	1.70256641456198e-07
ADRA1B	1.70343415732986e-07
ADRA2A	1.7034289343076e-07
ADRB1	1.7036117591461e-07
ADRB2	1.70371160387751e-07
ADRBK2	1.70333202403878e-07
ADRM1	4.850568535138e-08
ADSS	1.70290331391797e-07
AFAP1L1	1.70382481409567e-07
AFF3	1.7024522121664e-07
AFF4	4.850568535138e-08
AFG3L1	1.70203784991771e-07
AFTPH	1.70348348745316e-07
AGAP3	4.850568535138e-08
AGBL2	1.70352469480503e-07
AGPAT2	1.70328386315681e-07
AGPAT5	1.70292303332825e-07
AGR2	1.70226673838884e-07
AGR3	1.70196369166817e-07
AGRN	4.850568535138e-08
AGTR1	1.70342313098711e-07
AGXT2L2	1.70263366781004e-07
AHCY	1.70244815449513e-07
